classname,m1,m2,m3,m4,m5,m6,m7
aerosmith,0.3209759258302525,0.5296176821856918,0.04481243876459333,0.06330366109268078,0.6923793207431164,0.7887412081931637,0.33996634697545036
aerosmith,0.01450298289464922,0.03277571486596455,1.0693315810349498e-05,2.2714089729009226e-05,0.6943285479473574,0.8323926694881187,0.34238499433873953
aerosmith,0.17873742005004453,0.2534937159127174,0.0008864623675642438,0.003024988447245709,0.694325175007766,0.8337483519653434,0.34238183495457003
aerosmith,0.3060268395518981,0.7524560647560219,0.017726694935291856,0.017433897432537492,0.6941749163235461,0.81857674110737,0.3426246293105202
aerosmith,0.4707556950625796,0.7025941208317824,0.5057345863844759,1.0,0.5790578138302948,0.1732219658993686,1.0
aerosmith,0.0882583100001011,0.08557835126179636,0.0005546295948397333,0.0019676309202787657,0.6943266567284331,0.8316875714923289,0.342384886854696
aerosmith,0.2952966720116518,0.547023942177221,0.058945673981353267,0.004541903004431751,0.6942698182293771,0.8345099367026781,0.3424194352031726
aerosmith,0.05538410182475797,0.07157431581288978,0.00024007132082512857,0.0003039125041371822,0.6943284880841308,0.8323146059775471,0.34238506442894273
aerosmith,0.0,3.4246538378869146e-05,1.2654670222724454e-05,8.619107643332922e-05,0.6943285503807372,0.8324077885825865,0.34238499656555144
aerosmith,0.5117292974592261,1.0,0.30069506802558843,0.06843247117684521,0.7012014213488216,0.8407578795505987,0.34811875772782097
aerosmith,0.2710899383498684,0.572126969072507,0.006610480344588122,0.006114737360853526,0.6943000872305628,0.8273380091786753,0.3423634561324115
aerosmith,1.0,0.5145528410399596,0.052317422063961776,0.545587372639314,0.7750409058301927,0.7021524043610231,0.3590058777821216
aerosmith,0.3262550348324235,0.9465588070054355,0.0005370722376126616,0.004100897142258938,0.6943321790492638,0.836329060580694,0.3423806221540226
aerosmith,0.041582680648969916,0.05235514018080987,0.0,5.860200659659037e-05,0.6943285460360692,0.8323837064900165,0.34238499420114377
aerosmith,0.004479546180155641,0.0,5.599514300741606e-06,0.0,0.6943285470437839,0.8324070445056004,0.34238499404615325
aerosmith,0.33149757285033177,0.5004961086179065,0.4605203478055629,0.39924658716266875,0.5548231789485987,0.5101683371527361,0.4079430295842547
apple,0.6319606317609368,0.16636577082757492,0.005437485125629019,0.08553414742831178,0.005695521940559761,0.1957543682940183,0.32975786771734183
apple,0.5309044967417715,0.034797449542820234,0.0426504304214396,0.13110588380499552,0.023211134727285688,0.2978190520597914,0.34247587418794223
apple,0.008215603793291466,0.03097825892823481,0.015815926218134158,0.0008879446827104145,0.006288347528354259,0.2551408794091499,0.32123207145203003
apple,0.3747898845194786,0.1488434880049395,0.06201045948980809,0.11709399955528131,0.024506058493780198,0.33587670727020075,0.33755461309879037
apple,0.009009556797783149,0.0331333722634579,0.016334700911732215,0.0009724487504556553,0.00628958055323827,0.2551936306945538,0.32123148449562966
apple,0.0,0.028871797771452667,0.012484626121157739,0.0003800907238576446,0.00628372926217033,0.25504009280593865,0.32123892321799297
apple,0.6124715436134206,0.18463310097199906,0.012490995272886279,0.09132386375902674,0.0026269042415809868,0.18448951395048233,0.3326820430382338
apple,0.5028960483500373,0.09630617210613827,0.004619390408837648,0.11357345842334322,0.011363365890904784,0.19684736921839374,0.3200424337423796
apple,0.009683195761626111,0.0384773686775132,0.016304502820823276,0.0010265172239979311,0.006290155545975281,0.2552075030142649,0.3212306988327814
apple,0.3511254053944251,0.8386527017043895,0.001806668982463049,0.0022173614751501438,0.006276743822108281,0.2517523770182544,0.32126100372648847
apple,0.23014209498696842,0.2992892829393518,0.01561664367916999,0.011365151819676669,0.006575434828904619,0.266219407560833,0.3213873377487358
apple,0.530027782402744,0.0,0.04796089927815659,0.16488419257611697,0.02566243289093287,0.26677641776839195,0.371394914672173
apple,0.5757781225799923,1.0,0.02342291160667379,0.020921283266850613,0.006992809743111989,0.2921235487696524,0.32259676353504046
apple,0.18434773296360005,0.05850696664011988,0.0014820973717810312,0.021112231395666817,0.006339919782553741,0.26039047044182495,0.3217897857323127
apple,0.43953744113879406,0.031114890798926487,0.001200319954627044,0.025691683466194798,0.006178304303351452,0.2466212424982886,0.3218794585352356
apple,0.01061264581521268,0.026517659161967373,0.017810966552487855,0.0011423003088837293,0.006292173956473126,0.25522396131179614,0.32122948727730266
apple,0.1483231247364891,0.08514960942522445,0.0,7.432294467815513e-05,0.00628244853103544,0.2550085394780457,0.3212433158698135
apple,0.00971086425867618,0.03869201294342773,0.016344204242784672,0.0010201533288504148,0.006290066815980519,0.2552061811651947,0.32123067981862624
apple,0.12129144503835597,0.4246337900833696,1.66756328835438e-05,0.0,0.006282457011639836,0.2548967240219417,0.3212433922344822
apple,0.19295290318046204,0.37172710601672165,1.0,0.4566125638755657,0.595611229093223,0.7478058980914415,0.6036416315487874
apple,0.69128755299912,0.29151365591315803,0.025614080951462673,0.11695280971064176,0.0,0.14322804115835774,0.34700296037962547
apple,0.012602711924473573,0.038128403348038256,0.016612341942223295,0.0013161139578060684,0.006294524560228923,0.25532457435504896,0.321229885885348
apple,0.006411481981718576,0.022333722135687836,0.015012888254894151,0.0007952334352071747,0.0062875355041158276,0.25512447637369334,0.32123428157147776
apple,0.581576567634095,0.2755741583560225,0.01471933774801438,0.042618754290254246,0.007865163925652145,0.27139493187600877,0.31798812208479255
apple,0.27196724351384266,0.10252498184471479,0.01723040922665074,0.019467071393152884,0.005625218583402264,0.2549727804816843,0.32182205668705677
apple,0.938161852449952,0.3126484011159631,0.0664994788466097,0.5171125148570969,0.13582447389180083,0.0,0.0
apple,0.7541313109133454,0.29315326173534173,0.05357860281755224,0.24208327871746851,0.05961793541136533,0.45915689586042757,0.33724338518150776
apple,0.00862283009412008,0.04071648593444897,0.014604717299285384,0.0009006436111184722,0.006288532454502678,0.2551610743252302,0.3212332629862961
apple,1.0,0.312773268779947,0.2815695504133519,1.0,1.0,1.0,1.0
acer,0.6156339710585297,0.4367656152272645,0.013687870410760375,0.024354240314791664,0.00044743234027918487,0.034602859978622724,0.037872342419227524
acer,0.0,0.0,0.0071774589556905626,0.0014107517017239604,4.37824660798897e-06,0.0004322984927620171,0.038623995508194404
acer,0.7201527242475635,0.5537793671709301,0.004819154308211076,0.008413858686070301,5.455143935572917e-05,0.013514185167214282,0.03894800954351308
acer,0.34568846208923104,0.16636731511174455,0.0025539718847242157,0.0003629543670244682,1.6248606161192985e-07,0.0,0.039447986015241444
acer,0.2980530063118457,0.07326265393331809,0.03452849797801395,0.019912279226436166,0.000509178720558759,0.010107088703755695,0.0
acer,0.8121671129125297,0.6875839369974156,0.009082976039360133,0.014320988181498759,0.00016507071998509725,0.025358463205678895,0.039065326471282275
acer,0.5911423205352423,0.40401158016489774,0.02802396076629017,0.03297934960875195,0.0010070259089564315,0.044954807166573935,0.03815925334776218
acer,0.42623906965861746,0.2399957253133987,0.0030471185479093365,0.005375281786589248,2.2371058019955963e-05,0.005900882853330459,0.039074646735375765
acer,0.4593270576495384,0.27039741177922144,0.0021510178640571647,0.0036308479263977163,1.0576489187502474e-05,0.00424736274137847,0.0393998883391438
acer,0.6305359061894339,0.4662912697009862,0.01578905141840834,0.02442083415241083,0.0004824050405878072,0.03578026233122606,0.03653202505446137
acer,1.0,1.0,0.02283936761547732,0.03184939216026383,0.0008629791963747526,0.06723411318781775,0.037620013778715405
acer,0.4306504028876183,0.2350347728054789,0.0007207105690091258,0.0013979325349323677,1.5613052749974646e-06,0.0016330274725987611,0.03929534728758216
acer,0.46106255576968364,0.2716842558954885,0.0021816622922752665,0.0036813231386745335,1.0868170717971367e-05,0.004313082198191423,0.03940363780209225
acer,0.4511219776477431,0.2519994689335959,0.001010477716058196,0.0019439964820046896,2.945734122519942e-06,0.0022775670131408854,0.03929763595928597
acer,0.40352810068184125,0.20179873195185644,0.0005617957591880914,0.0012589539832800545,1.1929270743671202e-06,0.00138760282937519,0.03929129512937747
acer,0.4295965074240392,0.23349309630726983,0.0007488223142650513,0.0014655881885782282,1.70045322971485e-06,0.001700541135096506,0.03929334376346884
acer,0.1395288862651067,0.038924370256309286,0.0,0.0,0.0,0.00011200314480046923,0.03930890024679928
acer,0.7721884149253131,0.3914934393003223,1.0,1.0,1.0,1.0,1.0
acer,0.616018169144227,0.43720654198778647,0.013718953444220396,0.024386651753575943,0.00044883084245487826,0.034664434113154424,0.03787877727703726
acer,0.8205206195329499,0.7003199411081781,0.009339993307295954,0.014711037175997428,0.00017422545547194891,0.0262816651541873,0.03906232302373059
batman,0.3531879040385106,0.7782846215800703,0.10708590940230542,0.01062614650379923,0.3560567323419079,1.0,0.0
batman,0.4819253753996632,1.0,1.0,0.06137477015975174,0.30493569371997375,0.7799036122348817,0.004412879773986323
batman,0.0,0.0,0.38603747477585315,0.5191986342052535,1.0,0.978234027944645,1.0
batman,0.24509327782461648,0.5817206483104168,0.005090915481977589,0.0,0.3543144477856068,0.9653167764005238,0.0002853481880222217
batman,0.28010349873633905,0.5510420453475124,0.15345050476378247,0.01439257535153864,0.3514879760384791,0.9303362538200454,0.00033441077947748087
batman,1.0,0.10795008962198302,0.0,1.0,0.0,0.0,0.023575888608104934
android,1.0,1.0,0.8464649655086333,0.9663729390619183,0.12925216271694454,0.0,0.0
android,0.47734716167479846,0.3476397346469072,0.656712355348005,0.7828627254770485,0.33553104821695534,0.46873934648401416,0.8282184263618741
android,0.0,0.0,1.0,0.05952707759236543,0.9268294863036022,1.0,0.8495308514295217
android,0.7886711417730095,0.6974829752519637,0.8494168058583217,1.0,0.0,0.08260911956064451,1.0
android,0.5967564957756004,0.63157531520813,0.0,0.0,1.0,0.9242767267207241,0.850954129121471
skype,0.2711096806256452,0.37993485076393624,0.40420593555815615,1.0,1.0,1.0,0.0
skype,0.3645827083503338,0.14649788298981112,0.007921807435477891,0.0023594355825852596,0.6454636418785438,0.5430778986197679,0.8573052616518814
skype,0.34470961359706537,0.8118825755149255,0.01906981099313793,0.026855978115279223,0.6459831778729044,0.5733469958983204,0.8573222824945256
skype,0.4138907062977541,0.009652838485480077,0.0,0.0006187675969609101,0.6454554166395912,0.5420872041664734,0.8572969851650881
skype,0.11993398346149264,0.01116395700737538,0.00025370914915951104,0.0018734140353200118,0.6454557983048724,0.5422797599241226,0.8572992524402624
skype,0.09413709467356027,0.004577965563171125,3.7668171299849243e-05,0.000773216721994843,0.645455458545826,0.5420484628158386,0.8572967564197879
skype,0.11935604291951425,0.001348991052520061,0.0002079114342596727,0.00014741584460780193,0.6454554387184376,0.5420201395322941,0.857296973079685
skype,1.0,0.2896051438040638,0.0010362567569162204,0.021862118682963384,0.6455413355119958,0.5555084708599494,0.8572391831508056
skype,0.11969319317129813,0.18604613133611844,0.17519365111511453,0.5051357466201827,0.7733533206051781,0.8093674978028567,0.8088317353930706
skype,0.03218364727670526,0.05561570604969191,5.086038949289883e-05,0.005029175678312269,0.645457114180977,0.5432770168436198,0.8573000144787394
skype,0.4352391688599155,0.09191511691426225,0.014936681140095371,0.00036968796666917266,0.6454556153165051,0.5419523893120392,0.8572951060147972
skype,0.43659055106174705,0.06447465554714249,0.21403971147339432,0.3235474043595912,0.6038293853603132,0.5617631499191628,0.981211207642054
skype,0.0,0.0,5.285374043973568e-07,0.0,0.6454554016208379,0.5420163191029511,0.8572969950113908
skype,0.708667680447462,0.4217152775205458,0.12002903348880346,0.10958737857841785,0.6534014191672838,0.6332476681861976,0.8421359472220308
skype,0.5056711734323756,0.9639801113909464,0.023988302179798672,0.04476086609680888,0.6467240620682305,0.598867585805498,0.8571025939902144
skype,0.4638334335663603,0.11725970910226154,0.028876920865883265,0.007117277501891557,0.645525539621871,0.5446267079775986,0.8574101993930804
skype,0.6850584558957656,0.4935405057700726,0.007057318561012139,0.00674982303920096,0.6454764386100642,0.5398298061785216,0.8573684100636342
skype,0.6920072725251329,0.3242620147653927,0.21143655620289417,0.12745274619796812,0.6513339422170702,0.6322481481329114,0.8223821902457149
skype,0.27211089343587735,0.2542464355463105,1.0,0.8385319488514982,0.0,0.0,0.5338693366560503
skype,0.5255033409324897,0.3402390647434486,0.055979812095391324,0.019002483129436504,0.6459877187059848,0.5511776553967829,0.8574709116580903
skype,0.5201492296423738,0.02273182618117619,0.052280045559581156,0.4033116927024833,0.6960938172855787,0.6208146483457292,0.8520812276646575
skype,0.46859885315556116,0.37276485196794795,0.0019159723961779636,0.0026188463632883137,0.6454569716394839,0.5400545141488874,0.8572867641738703
skype,0.6348284717902519,0.4159138626014287,0.006030881409446914,0.005581050986138456,0.6454728356023988,0.5452477763687508,0.8572510678446931
skype,0.43053336097585,0.05996381214817807,0.23860967264136454,0.34441663313724014,0.5964843480606945,0.5576800347714879,1.0
skype,0.3380355139180827,0.404807245280656,0.007816622609365711,0.014960745237169943,0.6455957875203544,0.5542638920440515,0.8573221745754703
skype,0.5207479333653358,0.04914209668061784,0.0013703009558865224,0.01562965459020493,0.6454170599008336,0.5390128940312878,0.857195162554104
skype,0.7192694560055488,0.4887301999784602,0.012067416938091245,0.014374680126555333,0.6454554586602154,0.5549848578225431,0.8576329489623487
skype,0.36350262330711436,0.14586202302486337,0.008036286913354401,0.002310181678981552,0.6454637045154117,0.5430770347867468,0.8573039143781304
skype,0.4362082962939037,1.0,0.0011851370799886164,0.0003075778517556171,0.6454552288240085,0.5415668320787976,0.8572967445764204
skype,0.6361952532817171,0.4272522813989017,0.0003392159135795274,0.012524259896184413,0.6454763454415927,0.5504948196099816,0.8573139959075502
skype,0.09127085833252381,0.004058711853185361,2.1696803131176496e-05,0.0004715432490105137,0.6454553559731319,0.5420573579823124,0.8572969514057325
skype,0.591787069316355,0.31679687234367954,0.0013877461230440682,0.0032339013373023115,0.6454497587415245,0.5419088645611992,0.8573017425898263
skype,0.09150698696546719,0.004077092233941483,1.944152419982005e-05,0.00045148208933918005,0.6454553566729793,0.5420579011152356,0.8572969872078654
los-angeles-lakers,0.6062148549902305,0.17078512130749748,1.0,1.0,1.0,1.0,0.0
los-angeles-lakers,1.0,1.0,0.23974128330686406,0.06847435227088486,0.03415147865997979,0.15841166804906393,0.9890800534479934
los-angeles-lakers,0.16974846379541123,0.5342634323832522,0.06207577928285813,0.0,0.01656881422849621,0.0017089718842110027,1.0
los-angeles-lakers,0.0,0.0,0.0,0.24861095029812297,0.0,0.0,0.9844898588076014
boston-celtics,0.21164111518325285,0.9786829118845327,0.002923979927452803,0.0018257440314388548,0.05000099162658065,0.49215942488606523,0.9042982086393186
boston-celtics,0.1385585118784324,0.543760653760454,0.2942225121538447,1.0,1.0,1.0,0.6545920451719865
boston-celtics,0.3203258423919693,0.005403468735254086,0.012829551662461618,0.013999216270167609,0.04981909837258475,0.49071464412565663,0.9038740377947359
boston-celtics,0.22183769414630078,0.19258955380435352,0.07799409539914706,0.2969075022562814,0.009442536656992798,0.41818719232413887,1.0
boston-celtics,0.3762458867712419,1.0,0.02833455306317319,0.01019657658771204,0.050244453724582604,0.4956826935824434,0.90399652374106
boston-celtics,0.2646011962153381,0.42775259640464897,0.023517866841347577,0.013397542635656217,0.049681877814234054,0.487580128377719,0.9038457072369362
boston-celtics,0.43014244987670075,0.02444228703968156,0.4043805166157529,0.14082448627572464,0.0,0.50331858329471,0.9504960102829251
boston-celtics,0.37214068011860774,0.04161344448866439,0.0794416792292401,0.010667184254713623,0.050068004196941816,0.49151180663547417,0.9034821448247569
boston-celtics,0.4154851993154124,0.026653368183843777,0.18418695284406067,0.020286100816438866,0.04892354706512852,0.49264266524075984,0.9014837299813085
boston-celtics,0.631452531138394,0.10772037698512064,1.0,0.2729497889118672,0.07074119565061328,0.5027372358525206,0.5562100861486368
boston-celtics,0.0,0.0,0.0,0.0,0.04999026124790824,0.490854495753668,0.9043062807402643
boston-celtics,0.24802249594669415,0.08708650387803836,0.013630243561128507,0.016716156910330883,0.04998823523289371,0.49337175622508683,0.9036522635429227
boston-celtics,0.33576946220926784,0.010616110289234313,0.027128941400051024,0.043739576069830664,0.04784189310593896,0.48908818754780686,0.9019596514799203
boston-celtics,0.47027739593065143,0.04538001462050097,0.27151521813481344,0.134378027349083,0.018377924538727202,0.5089500359565095,0.8583960126035044
boston-celtics,0.15862637233095953,0.8663922032833703,0.0007513464918645835,0.00043192685269197054,0.049991946916594227,0.49138229666334865,0.9043077007406548
boston-celtics,1.0,0.6241705388273615,0.2781742260711566,0.8895968335133836,0.48254292752468714,0.0,0.0
boston-celtics,0.2126629058851499,0.0015586987714223623,0.006697475127536601,0.039598947368855546,0.050757382273495445,0.49143859560309666,0.9030766270229128
rolling-stones,0.3391719906391945,0.12344677324735676,0.12613886025608137,0.10315920323142429,0.004019066909174811,0.04282149607233109,0.05916966726230931
rolling-stones,0.3689595771492322,0.06937097946298293,0.1305863517892022,0.0787931666681634,0.008880545678173764,0.02536542034662021,0.0772880579875932
rolling-stones,0.29288446570995763,0.03841351597890556,0.06215657399800229,0.04488862183401628,0.00265931818543701,0.014928927360620141,0.07974175319290315
rolling-stones,0.31708088589927613,0.1528251050970471,0.05478084579600811,0.0534089942892268,0.003230558700835911,0.02764330461731668,0.0834220684953929
rolling-stones,0.483841587742407,0.3583615224254196,0.051538250030327706,0.08548238470473575,0.0011408929945041192,0.033632728342573165,0.09255911748715517
rolling-stones,0.13302630793334885,0.04921971489739657,0.00523173863718859,0.005311114678990705,0.0001854673166918676,0.007547927279827082,0.08142744634820079
rolling-stones,0.5421560007565007,0.9098001957546171,0.26109671744996965,0.20953188819324503,0.030157188813195658,0.1998130581622138,0.0
rolling-stones,0.21495504957375017,0.02606552434361828,0.019060135651627803,0.027865450265129255,0.0,0.0013709368386224522,0.08270323667336323
rolling-stones,0.19829737142787582,0.007904525983873797,0.008163812870213843,0.0149550788332084,0.0003431876397300801,0.00753426847306373,0.0813971419224633
rolling-stones,0.2882068379555799,0.3693033168029724,0.011366263467010865,0.055815859654533145,0.0009305347882791348,0.035951255873910994,0.08389891703492496
rolling-stones,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rolling-stones,0.0,0.11392400376037584,0.06513946427939347,0.0010732896074825925,0.00016526202561592846,0.006417315467074481,0.08144146524161332
rolling-stones,0.11447870199276884,0.0010949179699046231,0.0014649647733394734,0.002543357648866193,0.00016222734244715432,0.006360920772379167,0.08146052634431455
rolling-stones,0.37451193373728775,0.08333024376673782,0.05153405543553947,0.057793695944611465,0.0035235151827524317,0.0,0.08354667837171369
rolling-stones,0.1134661466724333,0.01793921889622215,0.0036315931157215415,0.005408145514746393,0.00018499751377231544,0.00589710099598409,0.0814575473575531
rolling-stones,0.1300368739753363,0.0,0.0002724166798127568,0.00271468780156392,0.00015881901341792873,0.006333272000168396,0.08145985556762192
rolling-stones,0.5720126966282162,0.2802166392324688,0.6214971372758334,0.2351723426617557,0.077521870728899,0.015657808200156123,0.19664121462824485
rolling-stones,0.1077952894506392,6.597492275964486e-05,0.0005027505172292986,0.001978414967969296,0.0001595272312005346,0.006370496485338904,0.08145555725657565
rolling-stones,0.09460236648063203,0.009270252749898646,0.0,0.001360088417593193,0.00015728558854904504,0.006168727043971537,0.08145620710870405
rolling-stones,0.005129994808492722,0.10535688816709354,0.020072524251501894,0.0,0.00015685429551448316,0.006319431596140187,0.0814553083855271
chevrolet,0.07232072805884125,0.03171379119524667,0.0026497348848138515,0.00024019654538960555,0.13295079613301267,0.30069480825847505,0.06217470692943984
chevrolet,0.08060267168886785,0.017160238450125348,0.0003424184795860132,0.0031917272830142298,0.13295501748456565,0.30147223521751954,0.06217574339449158
chevrolet,0.2535277818717748,0.0960200409845511,0.3295122146470046,0.0710202580346602,0.12305145920360785,0.2928211799165325,0.05018621215238651
chevrolet,0.2136275449776492,0.10168805064315704,0.0002108987435585749,0.0,0.13295101380048296,0.3005639715237006,0.06217427991722093
