
102,164,217,0
105,165,219,0
99,162,211,0
113,176,224,0
91,142,215,0
86,136,209,0
94,146,218,0
88,139,209,0
60,131,197,0
56,129,193,0
41,112,179,0
62,132,200,0
93,63,22,1
91,62,21,1
98,68,27,1
93,63,24,1
108,74,27,1
105,71,23,1
107,73,25,1
105,72,25,1
108,72,28,1
106,71,27,1
102,68,22,1
103,70,24,1
101,140,198,2
105,144,201,2
108,148,205,2
109,148,205,2
98,134,200,2
97,135,199,2
100,138,202,2
99,137,200,2
94,128,189,2
95,131,194,2
95,130,191,2
96,132,194,2
